更新时间,#genre#
20250516 01:00,url


RespoTime,whitelist,#genre#
540.74ms,梁河综合,http://live.ynurl.com/video/s10032-lhtv/index.m3u8?zyund
540.87ms,湖北卫视,http://183.66.15.146:60901/tsfile/live/0132_1.m3u8
540.93ms,武乡新闻综合1,http://60.220.198.84:81/0.m3u8
540.97ms,CCTV8,http://112.46.105.20:8009/hls/8/index.m3u8
541.03ms,CCTV8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
541.12ms,CCTV13,http://61.184.46.85:9901/tsfile/live/0013_1.m3u8
541.18ms,重庆卫视,http://221.226.4.10:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
541.28ms,湖北卫视,http://180.213.174.225:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
541.33ms,湖南卫视,http://59.39.89.130:60901/tsfile/live/0125_2.m3u8
541.37ms,东方卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8
541.48ms,东南卫视,http://183.66.15.146:60901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
541.53ms,内蒙古卫视,http://110.53.218.182:9902/tsfile/live/1007_1.m3u8
541.59ms,浙江卫视,http://58.213.65.146:352/tsfile/live/0124_1.m3u8?key=txiptv
541.60ms,千秋令第12集,http://160.202.226.85:88/DADCache/Ff/afe1f601baa3c130226e0d1f3a0b99b7.m3u8
541.65ms,北京卫视,http://218.89.240.144:59901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
541.65ms,广西卫视,http://182.150.23.74:808/hls/31/index.m3u8
541.82ms,CCTV10,http://wouu.net:9977/udp/239.93.1.28:5140
541.84ms,DOX Surround,http://180.213.174.225:9901/tsfile/live/1032_1.m3u8?authid=0&key=txiptv&playlive=1
541.91ms,云南卫视,http://183.131.246.250:9901/tsfile/live/0119_1.m3u8
541.92ms,北京卫视,http://118.122.189.74:9901/tsfile/live/0122_1.m3u8
541.94ms,甘肃卫视,http://183.66.15.146:60901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
541.94ms,金鹰卡通,http://183.66.15.146:60901/tsfile/live/0117_2.m3u8
542.00ms,TAIWAN PLUS,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
542.05ms,青海卫视,http://123.130.84.106:8154/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
542.06ms,海南卫视,http://110.81.206.138:49231/tsfile/live/23056_1.m3u8?key=txiptv&playlive=1&authid=0
542.12ms,浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8
542.14ms,四川卫视,http://123.130.84.106:8154/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
542.16ms,CCTV9,http://112.46.105.20:8009/hls/509/index.m3u8
542.16ms,死神来了6,https://ukzy.ukubf3.com/20250513/1X3Rrkjf/2000kb/hls/index.m3u8
542.17ms,贵州卫视,http://wouu.net:9977/udp/239.93.0.131:5140
542.24ms,广东体育,http://120.198.101.106:9901/tsfile/live/1012_1.m3u8?key=txiptv
542.32ms,CCTV11,http://58.221.214.82:9901/tsfile/live/0011_1.m3u8
542.33ms,重庆卫视,http://221.226.215.162:352/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
542.35ms,CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
542.38ms,广西卫视,http://112.46.105.20:8009/hls/53/index.m3u8
542.43ms,四川新闻频率,https://satellitepull.cnr.cn/live/wxsclyshgb/playlist.m3u8
542.44ms,福建东南广播,https://satellitepull.cnr.cn/live/wx32fjdngb/playlist.m3u8
542.45ms,CCTV10,http://182.150.23.74:808/hls/10/index.m3u8
542.51ms,CCTV6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
542.58ms,CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=0a76cbc0bc4ad3f543ea840f676f97981a6e915839a57cc8d1b693f680273e8fa445b7accee1b44eeaa3d77c9c020cb6582b3e96d0f07aeb2f965b3ed20f968f94a9d3064ca1a4249d3e9911c9
542.61ms,CCTV6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8
542.78ms,广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8
542.78ms,宁夏卫视,http://182.37.169.94:352/tsfile/live/0112_1.m3u8
542.84ms,山东卫视,http://112.46.105.20:8009/hls/40/index.m3u8
542.84ms,四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
542.87ms,黑龙江女性广播,https://satellitepull.cnr.cn/live/wx32hljnxgb/playlist.m3u8
542.89ms,海南卫视,https://stream1.freetv.fun/0db3bcb05f954e0949aaaf8924a3a47d7af53d61294bdff1a208aa042cff2a46.ctv
542.93ms,广东体育,http://120.77.205.62:8087/rtp/239.77.0.168:5146
542.98ms,辽宁之声,https://satellitepull.cnr.cn/live/wxlnzhgb/playlist.m3u8
542.98ms,CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8
543.03ms,CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
543.08ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
543.10ms,安徽卫视,http://218.89.240.144:59901/tsfile/live/0130_1.m3u8
543.14ms,四川交通广播,https://satellitepull.cnr.cn/live/wxscjtgb/playlist.m3u8
543.19ms,四川卫视,http://218.89.240.144:59901/tsfile/live/0123_1.m3u8
543.20ms,四川卫视,http://182.137.194.158:9901/tsfile/live/0019_1.m3u8
543.35ms,J2,http://php.jdshipin.com:8880/smt.php
543.42ms,缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed&quot;
543.45ms,CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
543.46ms,湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
543.47ms,云南教育广播,https://satellitepull.cnr.cn/live/wxynjygb/playlist.m3u8
543.66ms,四川民族频率,https://satellitepull.cnr.cn/live/wxscmzgb/playlist.m3u8
543.69ms,CCTV14,https://stream1.freetv.fun/8d9504bb6f6aaf6b37307fbeafa1e2ef9f16b67f19aa1bb361c52d8567b386fc.m3u8
543.71ms,重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
543.73ms,CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
543.75ms,甘肃卫视,http://112.46.105.20:8009/hls/51/index.m3u8
543.76ms,陕西青春广播,https://satellitepull.cnr.cn/live/wxsxxqcgb/playlist.m3u8
543.76ms,新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8
543.77ms,CCTV14,http://218.89.240.144:59901/tsfile/live/0014_1.m3u8
543.81ms,河南卫视,http://112.46.105.20:8009/hls/46/index.m3u8
543.97ms,辽宁卫视,http://58.221.214.82:9901/tsfile/live/0121_1.m3u8
544.16ms,CCTV6,http://60.172.130.146:352/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
544.18ms,江苏卫视,http://218.89.240.144:59901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
544.19ms,吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
544.22ms,CCTV14,http://221.226.4.10:9901/tsfile/live/0014_1.m3u8
544.35ms,CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv
544.40ms,广东卫视,http://112.46.105.20:8009/hls/36/index.m3u8
544.41ms,江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8
544.43ms,贵州卫视,http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
544.44ms,CCTV15,https://www.freetv.top/migu/673168223.m3u8?migutoken=405252f2e3e9d074b85a6b084bcc54894e3604d659e5fa911942b535a440184d991c0321451bca103d1a5bdc6ccf61193bdfbcc62bef28f759dd6e6d50ec34cda80794148cd2eac1ed6b17bc0d
544.46ms,北京卫视,http://182.150.23.74:808/hls/17/index.m3u8
544.46ms,金鹰卡通,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
544.47ms,天津卫视,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
544.48ms,CCTV4,http://112.46.105.20:8009/hls/4/index.m3u8
544.49ms,CCTV11,http://114.246.201.137:7088/rtp/239.3.1.152:8120
544.53ms,深圳卫视,http://joyznm.i234.me:20000/udp/239.3.1.32:9244##des:720P###HLS\\n
544.55ms,云南卫视,https://stream1.freetv.fun/f40235a5ade931c60cc82abe8d013628e1977f5cea353d83586f27b4026d32b4.ctv
544.59ms,榜上佳婿之36,https://m3u8.hmrvideo.com/play/d0e2c0af248e4ef2b76bcd9012e0df83.m3u8
544.61ms,CCTV7,http://42.225.117.174:11199/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
544.64ms,CCTV10,http://123.130.84.106:8154/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
544.66ms,湖南卫视,http://112.46.105.20:8009/hls/32/index.m3u8
544.74ms,湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
544.74ms,千秋令第01集,http://160.202.226.85:88/DADCache/Ff/f130a322de5af7a42daf7631753a61a1.m3u8
544.83ms,CCTV7,http://123.130.84.106:8154/tsfile/live/0007_1.m3u8
544.86ms,吉林｜龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
544.95ms,东方卫视,http://182.150.23.74:808/hls/19/index.m3u8
544.97ms,优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
544.97ms,江苏卫视,http://112.46.105.20:8009/hls/33/index.m3u8
545.02ms,湖南卫视,http://113.56.95.69:53765/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
545.04ms,CCTV12,http://60.172.130.146:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
545.13ms,新疆卫视,http://42.225.117.174:11199/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
545.28ms,CCTV12,http://wouu.net:9977/udp/239.93.1.30:8124
545.29ms,河北卫视,http://60.172.130.146:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
545.41ms,黑龙江高校广播,https://satellitepull.cnr.cn/live/wx32hljgxgb/playlist.m3u8
545.44ms,CCTV5+,http://218.89.240.144:59901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
545.47ms,北京卫视,http://111.14.181.15:9901/tsfile/live/0122_1.m3u8
545.54ms,宁夏卫视,http://42.225.117.174:11199/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
545.59ms,内蒙古评书曲艺,https://satellitepull.cnr.cn/live/wx32nmgpsqy/playlist.m3u8
545.71ms,CCTV12,http://58.221.214.82:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
545.80ms,内蒙古卫视,http://joyznm.i234.me:20000/udp/239.3.1.43:8176##des:720P###HLS\\n
545.88ms,广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
545.90ms,江西卫视,http://182.150.23.74:808/hls/30/index.m3u8
545.92ms,CCTV12,http://182.150.23.74:808/hls/12/index.m3u8
546.17ms,CCTV8,http://221.226.215.162:352/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
546.19ms,河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
546.25ms,江苏卫视,http://182.37.169.94:352/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
546.37ms,CCTV17,http://113.25.70.59:8891/udp/239.1.1.23:8023
546.39ms,CCTV6,http://112.46.105.20:8009/hls/6/index.m3u8
546.40ms,北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
546.41ms,天津卫视,http://218.89.240.144:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
546.46ms,三台电视二套,http://125.65.94.91:12353/live
546.47ms,广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8
546.63ms,青川综合,http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8
546.63ms,CCTV1,http://175.31.21.146:4480/hls/1/index.m3u8
546.70ms,CCTV3,http://218.89.240.144:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
546.71ms,CCTV1,http://ms.fxim.net:808/hls/1/index.m3u8
546.73ms,山东卫视,http://183.66.15.146:60901/tsfile/live/0131_1.m3u8
546.77ms,CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8
546.80ms,CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8
546.81ms,CCTV10,http://183.237.95.108:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
546.81ms,河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8
546.83ms,CCTV9,http://fm1077.serv00.net/Smart.php?id=cctv9hd
546.84ms,湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
546.87ms,湖北卫视,http://182.37.169.94:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
546.98ms,宁夏卫视,http://112.46.105.20:8009/hls/52/index.m3u8
546.99ms,CCTV9,http://118.122.189.74:9901/tsfile/live/0009_1.m3u8
546.99ms,东南卫视,http://183.66.15.146:60901/tsfile/live/0137_1.m3u8
547.02ms,深圳卫视,http://dms.yryyj.site:8188/udp/239.76.246.188:1234
547.03ms,CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8
547.04ms,青海卫视,http://joyznm.i234.me:20000/udp/239.3.1.44:8184##des:720P###HLS\\n
547.06ms,CCTV9,http://wouu.net:9977/udp/239.93.1.24:5140
547.07ms,黑龙江卫视,http://61.157.139.15:9901/tsfile/live/0143_1.m3u8
547.20ms,西藏卫视,http://118.122.189.74:9901/tsfile/live/0111_1.m3u8
547.26ms,凤凰中文,http://wouu.net:9977/udp/239.93.1.9:2192
547.31ms,大湾区卫视,http://183.237.95.108:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0
547.32ms,CCTV17,http://61.157.139.15:9901/tsfile/live/2386_1.m3u8
547.49ms,兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
547.57ms,双流综合频道,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
547.64ms,荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
547.69ms,CCTV8,http://218.89.240.144:59901/tsfile/live/0008_1.m3u8
547.74ms,CCTV12,http://114.246.201.137:7088/rtp/239.3.1.64:8124
547.89ms,西藏汉语广播,https://satellitepull.cnr.cn/live/wxxzhygb/playlist.m3u8
547.89ms,辽宁卫视,http://218.89.240.144:59901/tsfile/live/0121_1.m3u8
547.90ms,CCTV9,http://180.213.174.225:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
547.93ms,重庆卫视,http://60.172.130.146:352/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
547.94ms,云南卫视,https://stream1.freetv.fun/eff62f09bb1873ea9ee8027c3a613f56387807ae7e011c46d8ff2e43bd11ff7f.ctv
548.01ms,CCTV12,http://112.46.105.20:8009/hls/507/index.m3u8
548.01ms,东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8
548.10ms,福建新闻,http://live.xmcdn.com/live/792/64.m3u8
548.13ms,CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=4dad15d020c7e258db98f5904ae6df15132c1dc28aefe8bf5e800f37e3445cd3ee5add3d06aae6d910e4708d9adb89cdb619e3bb7bacb873f79812ef4bb4b34316ee0d6cf8ec9a5fed0a82368f
548.28ms,千秋令第14集,http://160.202.226.85:88/DADCache/Ff/d09c2d9b3cce1f24c05d3f9a24cdc2ab.m3u8
548.42ms,千秋令第29集,http://160.202.226.85:88/DADCache/Ff/6ae6812f1da34ccef63f0bf33f91fa08.m3u8
548.48ms,山东卫视,http://222.173.108.238:352/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
548.49ms,安徽卫视,http://61.157.139.15:9901/tsfile/live/0130_1.m3u8
548.65ms,湖南卫视,http://175.31.21.146:4480/hls/36/index.m3u8
548.66ms,江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
548.69ms,河北卫视,http://112.46.105.20:8009/hls/55/index.m3u8
548.77ms,杭州综合,http://live.xmcdn.com/live/1845/64.m3u8
548.78ms,辽宁卫视,http://61.157.139.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0###HLS\\n
548.80ms,内蒙古卫视,http://112.46.105.20:8009/hls/60/index.m3u8
548.83ms,CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8
548.84ms,CCTV11,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
548.91ms,CCTV5,http://123.130.84.106:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
548.96ms,青海卫视,http://118.122.189.74:9901/tsfile/live/0140_1.m3u8
548.99ms,CHC动作电影,http://dassby.qqff.top:99/live/CHC动作电影/index.m3u8
549.15ms,湖北卫视,http://222.240.220.198:9901/tsfile/live/0132_1.m3u8
549.20ms,青海卫视,http://112.46.105.20:8009/hls/58/index.m3u8
549.21ms,CCTV2,http://wouu.net:9977/udp/239.93.1.23:6000
549.23ms,广西卫视,http://182.137.194.158:9901/tsfile/live/0113_1.m3u8
549.33ms,千秋令第03集,http://160.202.226.85:88/DADCache/Ff/b9a3503be02aaefd8e7a291b89223786.m3u8
549.39ms,CCTV11,https://stream1.freetv.fun/6123793b04047f9d1985cdab1ce37c47bee9c9b8668d8e453b5242a2bb62d3f3.m3u8
549.39ms,四川城市之音,https://satellitepull.cnr.cn/live/wxsccszs/playlist.m3u8
549.50ms,CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8
549.59ms,重庆卫视,http://111.14.181.15:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
549.60ms,CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8
549.76ms,湖北卫视,http://110.81.206.138:49231/tsfile/live/23039_1.m3u8?key=txiptv&playlive=1&authid=0
549.77ms,江苏卫视,http://218.89.240.144:59901/tsfile/live/0127_1.m3u8
549.77ms,千秋令第05集,http://160.202.226.85:88/DADCache/Ff/3c0c2915de4812d59008b97f14d492db.m3u8
549.82ms,贵州经济广播,https://satellitepull.cnr.cn/live/wx32gzjjgb/playlist.m3u8
549.87ms,贵州卫视,http://123.130.84.106:8154/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
549.93ms,CCTV15,http://112.46.105.20:8009/hls/15/index.m3u8
549.95ms,深圳卫视,http://218.89.240.144:59901/tsfile/live/0126_1.m3u8
549.98ms,CCTV14,http://112.46.105.20:8009/hls/14/index.m3u8
550.00ms,重庆卫视,http://123.130.84.106:8154/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
550.01ms,凤凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
550.03ms,CCTV11,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8
550.07ms,CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.155:1234
550.11ms,东南卫视,http://112.46.105.20:8009/hls/45/index.m3u8
550.52ms,CCTV5,http://wouu.net:9977/udp/239.93.42.37:5140
550.60ms,安徽卫视,http://221.226.215.162:352/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
550.75ms,广东音乐之声,https://satellitepull.cnr.cn/live/wxgdyyzs/playlist.m3u8
550.79ms,新疆卫视,http://123.130.84.106:8154/tsfile/live/0110_1.m3u8
550.84ms,西藏卫视,http://joyznm.i234.me:20000/udp/239.3.1.47:8164##des:720P###HLS\\n
550.85ms,CCTV7,http://wouu.net:9977/udp/239.93.1.67:5140
550.86ms,安徽卫视,http://1.195.30.9:19901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
550.86ms,东南卫视,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
550.88ms,浙江卫视,http://61.157.139.15:9901/tsfile/live/2390_1.m3u8
551.03ms,甘肃都市调频,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
551.03ms,CHC动作电影,http://api.mytv666.top/api/migu.php?id=CHC动作电影&type=1&auth_key=7876567a20a88278d19b8900a432f7773226c332bf9b51c1ade35fef0c6ec397&t=1747103204&session=7994844af8977b16335d805e8371269b
551.10ms,贵州卫视,http://dms.yryyj.site:8188/udp/239.76.245.198:1234
551.15ms,河南卫视,http://ik6.iptv8.net:8888/rtp/225.1.4.254:1300?
551.19ms,江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
551.26ms,CCTV1,http://182.150.23.74:808/hls/1/index.m3u8
551.29ms,CCTV2,http://123.130.84.106:8154/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
551.29ms,东方卫视,http://183.66.15.146:60901/tsfile/live/0107_1.m3u8
551.34ms,CCTV5,http://110.81.206.138:49231/tsfile/live/23005_1.m3u8?
551.38ms,黑龙江卫视,http://112.46.105.20:8009/hls/38/index.m3u8
551.38ms,CCTV13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
551.48ms,贵州卫视,http://60.172.130.146:352/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
551.50ms,CCTV13,http://183.66.15.146:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
551.53ms,CCTV16,http://114.246.201.137:7088/rtp/239.3.1.184:8001
551.55ms,CCTV12,http://218.89.240.144:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
551.66ms,安徽卫视,http://123.130.84.106:8154/tsfile/live/0130_1.m3u8
551.76ms,CCTV14,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
551.78ms,CCTV11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8
551.80ms,黑龙江朝鲜语,https://satellitepull.cnr.cn/live/wx32hljcygb/playlist.m3u8
551.88ms,福建新闻广播,https://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
551.90ms,新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
551.99ms,CCTV15,http://183.66.15.146:60901/tsfile/live/0015_1.m3u8
552.03ms,东方卫视,http://dms.yryyj.site:8188/udp/239.76.246.186:1234
552.04ms,CCTV10,http://112.46.105.20:8009/hls/506/index.m3u8
552.06ms,CCTV8,http://wouu.net:9977/udp/239.93.42.39:5140
552.08ms,四川卫视,http://wouu.net:9977/udp/239.93.1.188:5140
552.08ms,丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
552.13ms,四川卫视,http://118.122.189.74:9901/tsfile/live/0123_1.m3u8
552.19ms,翡翠台,http://r.jdshipin.com/qClQf
552.29ms,贵州卫视,http://218.89.240.144:59901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
552.34ms,内蒙古卫视,http://182.150.23.74:808/hls/37/index.m3u8
552.43ms,楚天交通广播,https://satellitepull.cnr.cn/live/wx32hubctjtgb/playlist.m3u8
552.47ms,浙江卫视,http://112.46.105.20:8009/hls/34/index.m3u8
552.61ms,CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8
552.62ms,贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
552.63ms,CCTV5,http://61.157.139.15:9901/tsfile/live/2375_1.m3u8
552.70ms,什邡新闻,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
552.76ms,云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
552.78ms,江苏交通广播,https://satellitepull.cnr.cn/live/wx32jsjtgb/playlist.m3u8
552.79ms,金鹰卡通,http://112.46.105.20:8009/hls/67/index.m3u8
552.81ms,金鹰卡通,http://61.157.139.15:9901/tsfile/live/2419_1.m3u8
552.89ms,广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
552.90ms,J2,http://php.jdshipin.com/TVOD/iptv.php?id=j2
552.91ms,CCTV7,http://112.46.85.60:8009/hls/504/index.m3u8
552.91ms,宁夏卫视,http://wouu.net:9977/udp/239.93.0.247:5140
552.94ms,CCTV10,http://114.246.201.137:7088/rtp/239.3.1.63:8116
552.96ms,江苏卫视,http://wouu.net:9977/udp/239.93.0.89:5140
553.07ms,CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8
553.13ms,无线娱乐频标,http://php.jdshipin.com/smt.php?id=Tvbentertainment
553.32ms,CCTV2,http://ms.fxim.net:808/hls/2/index.m3u8
553.41ms,CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8
553.42ms,CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8
553.47ms,湖南卫视,http://wouu.net:9977/udp/239.93.0.88:5140
553.49ms,甘肃卫视,http://dms.yryyj.site:8188/udp/239.76.246.94:1234
553.61ms,CCTV13,http://183.66.15.146:60901/tsfile/live/0013_1.m3u8?key=txiptv
553.65ms,西藏卫视,http://112.46.105.20:8009/hls/59/index.m3u8
553.71ms,黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8
553.75ms,CCTV17,http://114.246.201.137:7088/rtp/239.3.1.151:8144
553.77ms,湖南卫视,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
553.80ms,江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=38b42decc187cc22bb6309841b51df21f3267227cda2e6b190e60e89845ff5fc5218e399e58130d340f3843cc52bc7332faab30e83454d30c4bcd929a0f847f12972351c12fcdccb0b5bc6bd54
553.80ms,广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
553.86ms,康巴卫视,http://wouu.net:9977/udp/239.93.0.41:5140
553.90ms,江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8
553.90ms,CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8
554.05ms,CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=b1f130236741614ca1eaccd92217632731b3c3c0d831bbb7a25004e2ed6d8570b8de27efe2abc85d27a26651d421475c7d50ad99aa55c4aaf55222863fd9d0c80e6d6cf7b8ed52ec2e6cebdd95
554.16ms,CCTV13,http://dms.yryyj.site:8188/udp/239.76.246.93:1234
554.17ms,辽宁卫视,http://218.89.240.144:59901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
554.18ms,CCTV5+,http://fm1077.serv00.net/Smart.php?id=cctv5plus
554.22ms,三沙卫视,http://joyznm.i234.me:20000/udp/239.3.1.155:4120###HLS\\n
554.24ms,河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.37:8292##des:720P###HLS\\n
